,location,size,total_sqft,bath,price,bhk,price_per_sqft
5017,Marathahalli,2 BHK,1026.0,2.0,49.95,2,4868.421052631579
5020,Marathahalli,2 BHK,1220.0,2.0,59.0,2,4836.065573770492
5021,Marathahalli,2 BHK,881.0,2.0,48.06,2,5455.16458569807
5023,Marathahalli,3 BHK,1710.0,3.0,100.0,3,5847.953216374269
5024,Marathahalli,3 BHK,1680.0,3.0,105.0,3,6250.0
5025,Marathahalli,3 BHK,1910.0,3.0,119.0,3,6230.366492146597
5026,Marathahalli,2 BHK,1602.0,2.0,104.0,2,6491.8851435705365
5027,Marathahalli,1 BHK,700.0,1.0,38.0,1,5428.571428571428
5028,Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058.543226684819
5030,Marathahalli,3 BHK,1690.0,3.0,116.0,3,6863.905325443787
5031,Marathahalli,2 BHK,1065.0,2.0,55.0,2,5164.319248826291
5032,Marathahalli,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
5033,Marathahalli,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
5034,Marathahalli,2 BHK,1196.0,2.0,57.9,2,4841.13712374582
5035,Marathahalli,3 BHK,1595.0,3.0,88.0,3,5517.241379310345
5036,Marathahalli,3 BHK,2122.0,3.0,125.0,3,5890.66918001885
5037,Marathahalli,3 BHK,1730.0,3.0,115.0,3,6647.398843930636
5040,Marathahalli,2 BHK,1125.0,2.0,55.0,2,4888.888888888889
5041,Marathahalli,3 BHK,1950.0,3.0,115.0,3,5897.4358974358975
5042,Marathahalli,2 BHK,1250.0,2.0,68.0,2,5440.0
5043,Marathahalli,2 BHK,1125.0,2.0,56.8,2,5048.888888888889
5044,Marathahalli,2 BHK,1350.0,2.0,90.0,2,6666.666666666667
5045,Marathahalli,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
5046,Marathahalli,4 BHK,2500.0,5.0,175.0,4,7000.0
5047,Marathahalli,2 BHK,957.0,2.0,47.0,2,4911.180773249739
5050,Marathahalli,2 BHK,1350.0,2.0,60.0,2,4444.444444444444
5051,Marathahalli,4 BHK,3400.0,4.0,235.0,4,6911.764705882353
5052,Marathahalli,2 BHK,1350.0,2.0,99.0,2,7333.333333333333
5054,Marathahalli,2 BHK,1285.0,2.0,55.0,2,4280.155642023346
5055,Marathahalli,4 BHK,2500.0,5.0,181.0,4,7240.0
5056,Marathahalli,4 BHK,3800.0,4.0,235.0,4,6184.210526315789
5057,Marathahalli,4 BHK,3951.0,4.0,230.0,4,5821.311060491015
5058,Marathahalli,2 BHK,1125.0,2.0,54.8,2,4871.111111111111
5059,Marathahalli,3 BHK,1700.0,3.0,126.0,3,7411.764705882353
5061,Marathahalli,2 BHK,1270.0,2.0,73.0,2,5748.031496062992
5063,Marathahalli,2 BHK,950.0,2.0,46.7,2,4915.789473684211
5064,Marathahalli,3 BHK,1550.0,3.0,85.0,3,5483.870967741936
5065,Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893.032384690873
5066,Marathahalli,2 BHK,1144.0,2.0,65.0,2,5681.818181818182
5067,Marathahalli,2 BHK,1240.0,2.0,55.0,2,4435.4838709677415
5068,Marathahalli,1 BHK,1100.0,2.0,75.0,1,6818.181818181818
5069,Marathahalli,2 BHK,1156.0,2.0,52.0,2,4498.269896193771
5070,Marathahalli,4 BHK,2524.0,5.0,180.0,4,7131.537242472266
5071,Marathahalli,2 BHK,1135.0,2.0,60.0,2,5286.343612334802
5072,Marathahalli,3 BHK,1839.0,3.0,130.0,3,7069.0592713431215
5073,Marathahalli,2 BHK,1170.0,2.0,85.0,2,7264.957264957265
5074,Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
5075,Marathahalli,3 BHK,1108.0,2.0,60.0,3,5415.162454873646
5076,Marathahalli,3 BHK,1449.0,3.0,110.0,3,7591.44237405107
5077,Marathahalli,2 BHK,1360.0,2.0,101.0,2,7426.470588235294
5078,Marathahalli,2 BHK,1026.0,2.0,50.18,2,4890.83820662768
5081,Marathahalli,2 BHK,1270.0,2.0,80.0,2,6299.212598425197
5082,Marathahalli,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
5083,Marathahalli,2 BHK,1196.0,2.0,57.95,2,4845.3177257525085
5085,Marathahalli,3 BHK,1485.0,2.0,90.0,3,6060.606060606061
5086,Marathahalli,2 BHK,1146.0,2.0,69.0,2,6020.942408376964
5087,Margondanahalli,2 Bedroom,1090.0,2.0,58.0,2,5321.100917431193
5088,Margondanahalli,2 Bedroom,1200.0,2.0,58.5,2,4875.0
5089,Margondanahalli,2 Bedroom,1200.0,2.0,67.0,2,5583.333333333333
5091,Margondanahalli,2 Bedroom,1000.0,2.0,57.0,2,5700.0
5093,Margondanahalli,2 Bedroom,600.0,2.0,35.0,2,5833.333333333333
5094,Margondanahalli,2 Bedroom,1200.0,2.0,69.0,2,5750.0
5095,Margondanahalli,2 Bedroom,900.0,2.0,49.0,2,5444.444444444444
5096,Margondanahalli,2 Bedroom,1140.0,2.0,60.0,2,5263.1578947368425
5097,Margondanahalli,2 Bedroom,1100.0,2.0,55.0,2,5000.0
5098,Margondanahalli,2 Bedroom,1152.0,1.0,66.0,2,5729.166666666667
5100,Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
5101,Margondanahalli,2 Bedroom,1050.0,2.0,58.0,2,5523.809523809524
5102,Margondanahalli,2 Bedroom,1160.0,2.0,65.0,2,5603.448275862069
5103,Margondanahalli,2 BHK,1334.0,2.0,67.76,2,5079.460269865068
5104,Marsur,4 Bedroom,1800.0,4.0,145.0,4,8055.555555555556
5105,Marsur,3 Bedroom,1200.0,3.0,90.0,3,7500.0
5106,Marsur,3 Bedroom,1200.0,3.0,120.0,3,10000.0
5107,Mico Layout,9 BHK,5000.0,9.0,210.0,9,4200.0
5108,Mico Layout,3 BHK,1550.0,2.0,65.0,3,4193.548387096775
5109,Mico Layout,2 BHK,1125.0,2.0,40.0,2,3555.5555555555557
5110,Mico Layout,2 BHK,1190.0,2.0,39.25,2,3298.3193277310925
5111,Mico Layout,1 BHK,800.0,1.0,29.5,1,3687.5
5112,Mico Layout,3 BHK,1250.0,2.0,44.0,3,3520.0
5113,Mico Layout,2 BHK,1171.0,2.0,39.0,2,3330.486763450043
5114,Mico Layout,2 BHK,1200.0,2.0,53.5,2,4458.333333333333
5115,Mico Layout,3 BHK,1670.0,3.0,59.0,3,3532.934131736527
5116,Mico Layout,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
5117,Munnekollal,2 BHK,1170.0,2.0,52.0,2,4444.444444444444
5118,Munnekollal,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
5119,Munnekollal,3 BHK,1390.0,3.0,68.0,3,4892.086330935252
5120,Munnekollal,2 BHK,1200.0,2.0,49.5,2,4125.0
5121,Munnekollal,2 BHK,950.0,2.0,46.5,2,4894.736842105263
5122,Munnekollal,3 BHK,1560.0,3.0,75.0,3,4807.692307692308
5123,Munnekollal,3 BHK,1750.0,3.0,86.5,3,4942.857142857143
5124,Munnekollal,3 BHK,1385.0,2.0,66.5,3,4801.444043321299
5125,Munnekollal,2 BHK,1080.0,2.0,45.0,2,4166.666666666667
5126,Munnekollal,2 BHK,1170.0,2.0,59.0,2,5042.735042735043
5128,Munnekollal,3 BHK,1200.0,2.0,57.9,3,4825.0
5129,Munnekollal,2 BHK,1030.0,2.0,50.36,2,4889.320388349514
5130,Murugeshpalya,2 BHK,1296.0,2.0,81.0,2,6250.0
5131,Murugeshpalya,3 BHK,1550.0,3.0,74.0,3,4774.193548387097
5132,Murugeshpalya,3 BHK,1845.0,3.0,91.0,3,4932.249322493225
5133,Murugeshpalya,2 BHK,1185.0,2.0,85.0,2,7172.995780590717
5134,Murugeshpalya,2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
5135,Murugeshpalya,3 BHK,1930.0,3.0,75.0,3,3886.0103626943005
5136,Murugeshpalya,3 BHK,1600.0,2.0,65.0,3,4062.5
5137,Murugeshpalya,3 BHK,1344.0,2.0,56.0,3,4166.666666666667
5138,Murugeshpalya,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
5139,Murugeshpalya,3 BHK,1855.0,3.0,96.0,3,5175.202156334231
5140,Murugeshpalya,2 BHK,1175.0,2.0,75.0,2,6382.978723404255
5141,Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255.31914893617
5142,Mysore Road,3 BHK,1710.0,4.0,91.31,3,5339.766081871345
5143,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
5144,Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255.31914893617
5145,Mysore Road,2 BHK,1070.0,2.0,45.0,2,4205.607476635514
5146,Mysore Road,2 BHK,1239.0,2.0,53.0,2,4277.643260694108
5147,Mysore Road,2 BHK,1060.0,2.0,62.0,2,5849.056603773585
5148,Mysore Road,2 BHK,980.0,2.0,45.47,2,4639.7959183673465
5149,Mysore Road,2 BHK,883.0,2.0,40.0,2,4530.011325028313
5150,Mysore Road,3 BHK,1525.0,3.0,96.0,3,6295.081967213115
5151,Mysore Road,2 BHK,1200.0,2.0,65.0,2,5416.666666666667
5155,Mysore Road,2 BHK,883.0,2.0,40.95,2,4637.5990939977355
5156,Mysore Road,2 BHK,1070.0,2.0,49.65,2,4640.186915887851
5158,Mysore Road,2 BHK,883.0,2.0,50.0,2,5662.5141562853905
5159,Mysore Road,2 BHK,1155.0,2.0,51.0,2,4415.584415584415
5160,Mysore Road,2 BHK,1003.0,2.0,43.0,2,4287.138584247258
5161,Mysore Road,2 BHK,1237.0,2.0,73.0,2,5901.3742926434925
5162,Mysore Road,2 BHK,883.0,2.0,45.0,2,5096.262740656852
5163,Mysore Road,2 BHK,1170.0,2.0,65.0,2,5555.555555555556
5164,Mysore Road,2 BHK,1029.5,2.0,50.855,2,4939.776590577951
5165,Mysore Road,2 BHK,940.0,2.0,43.61,2,4639.36170212766
5167,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
5168,Mysore Road,3 BHK,1568.0,2.0,100.0,3,6377.551020408163
5170,Mysore Road,2 BHK,1175.0,2.0,70.5,2,6000.0
5171,Mysore Road,3 BHK,1080.0,2.0,60.0,3,5555.555555555556
5173,Mysore Road,2 BHK,883.0,2.0,37.0,2,4190.260475651189
5175,NGR Layout,2 BHK,1020.0,2.0,45.9,2,4500.0
5176,NGR Layout,2 BHK,1105.0,2.0,49.73,2,4500.4524886877825
5177,NGR Layout,2 BHK,1022.0,2.0,45.9,2,4491.19373776908
5178,NGR Layout,2 BHK,1020.0,2.0,45.0,2,4411.764705882353
5179,NGR Layout,2 BHK,1019.0,2.0,45.9,2,4504.41609421001
5180,NGR Layout,2 BHK,1020.0,2.0,46.0,2,4509.803921568628
5181,NGR Layout,2 BHK,1021.0,2.0,46.0,2,4505.386875612145
5182,NGR Layout,2 BHK,1021.0,2.0,45.9,2,4495.592556317336
5183,NRI Layout,3 BHK,1565.0,2.0,75.0,3,4792.332268370607
5184,NRI Layout,5 BHK,2500.0,5.0,130.0,5,5200.0
5185,NRI Layout,2 BHK,1125.0,2.0,45.56,2,4049.777777777778
5186,NRI Layout,4 Bedroom,2150.0,4.0,115.0,4,5348.837209302325
5187,NRI Layout,2 Bedroom,1250.0,2.0,75.0,2,6000.0
5188,NRI Layout,3 BHK,1789.0,3.0,75.0,3,4192.286193404137
5189,NRI Layout,3 BHK,1731.0,3.0,64.11,3,3703.639514731369
5190,NRI Layout,2 Bedroom,2400.0,2.0,125.0,2,5208.333333333333
5192,Nagarbhavi,3 Bedroom,1350.0,3.0,150.0,3,11111.111111111111
5193,Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500.0
5195,Nagarbhavi,3 Bedroom,2400.0,3.0,160.0,3,6666.666666666667
5196,Nagarbhavi,1 BHK,884.0,2.0,36.0,1,4072.398190045249
5197,Nagarbhavi,2 BHK,1055.0,2.0,55.0,2,5213.270142180095
5199,Nagarbhavi,2 BHK,1223.0,2.0,60.0,2,4905.968928863451
5200,Nagarbhavi,2 BHK,956.0,2.0,49.0,2,5125.523012552301
5202,Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500.0
5205,Nagarbhavi,2 BHK,1145.0,2.0,40.0,2,3493.4497816593885
5206,Nagarbhavi,1 BHK,300.0,1.0,20.0,1,6666.666666666667
5207,Nagarbhavi,4 Bedroom,1250.0,3.0,175.0,4,14000.0
5208,Nagarbhavi,1 BHK,710.0,2.0,40.0,1,5633.802816901409
5210,Nagarbhavi,2 BHK,1212.0,2.0,50.0,2,4125.412541254125
5211,Nagarbhavi,2 BHK,1020.0,2.0,55.0,2,5392.156862745098
5213,Nagarbhavi,2 BHK,1120.0,2.0,53.0,2,4732.142857142857
5215,Nagarbhavi,2 BHK,1146.0,2.0,50.0,2,4363.001745200698
5217,Nagarbhavi,2 BHK,1190.0,2.0,63.0,2,5294.117647058823
5219,Nagarbhavi,2 BHK,1050.0,2.0,80.0,2,7619.047619047619
5220,Nagarbhavi,5 Bedroom,2500.0,3.0,180.0,5,7200.0
5222,Nagarbhavi,2 Bedroom,1250.0,3.0,170.0,2,13600.0
5224,Nagarbhavi,3 BHK,1400.0,2.0,135.0,3,9642.857142857143
5226,Nagarbhavi,2 BHK,1100.0,2.0,46.2,2,4200.0
5227,Nagarbhavi,2 BHK,1080.0,2.0,49.0,2,4537.037037037037
5228,Nagarbhavi,4 Bedroom,1800.0,3.0,180.0,4,10000.0
5229,Nagarbhavi,2 BHK,1225.0,2.0,58.0,2,4734.693877551021
5230,Nagasandra,2 BHK,980.0,2.0,48.0,2,4897.959183673469
5231,Nagasandra,4 BHK,2400.0,4.0,145.0,4,6041.666666666667
5233,Nagasandra,3 BHK,1650.0,3.0,95.0,3,5757.575757575758
5234,Nagasandra,2 Bedroom,1500.0,2.0,91.0,2,6066.666666666667
5235,Nagavara,1 Bedroom,400.0,1.0,14.0,1,3500.0
5236,Nagavara,4 BHK,2172.65,3.0,120.0,4,5523.208984419948
5238,Nagavara,3 BHK,2319.0,3.0,180.0,3,7761.966364812419
5239,Nagavara,3 BHK,2430.0,4.0,180.0,3,7407.407407407408
5240,Nagavara,2 BHK,936.0,2.0,40.2,2,4294.871794871795
5241,Nagavara,2 BHK,1125.0,2.0,44.5,2,3955.5555555555557
5242,Nagavara,2 BHK,1315.0,2.0,70.0,2,5323.19391634981
5243,Nagavara,2 BHK,1077.0,2.0,50.0,2,4642.525533890436
5244,Nagavara,4 BHK,2496.0,4.0,125.0,4,5008.01282051282
5245,Nagavara,2 BHK,1110.0,2.0,44.95,2,4049.5495495495497
5246,Nagavara,2 BHK,1247.0,2.0,58.56,2,4696.0705693664795
5247,Nagavarapalya,2 BHK,1392.0,2.0,99.0,2,7112.068965517241
5248,Nagavarapalya,1 BHK,705.0,1.0,52.5,1,7446.808510638298
5249,Nagavarapalya,3 BHK,1300.0,3.0,80.0,3,6153.846153846154
5250,Nagavarapalya,1 BHK,705.0,1.0,57.0,1,8085.106382978724
5251,Nagavarapalya,1 BHK,705.0,1.0,55.0,1,7801.418439716312
5252,Nagavarapalya,1 BHK,705.0,1.0,57.0,1,8085.106382978724
5253,Nagavarapalya,2 BHK,1335.0,2.0,110.0,2,8239.700374531834
5254,Nagavarapalya,2 BHK,1260.0,2.0,85.5,2,6785.714285714285
5255,Narayanapura,2 BHK,1308.0,2.0,89.04,2,6807.339449541284
5256,Narayanapura,3 BHK,1566.0,3.0,83.3,3,5319.284802043423
5257,Narayanapura,3 BHK,1485.0,3.0,85.0,3,5723.905723905724
5258,Narayanapura,2 BHK,1302.0,2.0,69.1,2,5307.219662058371
5259,Narayanapura,2 BHK,1308.0,2.0,89.04,2,6807.339449541284
5260,Narayanapura,3 BHK,2357.0,3.0,135.0,3,5727.619855748833
5261,Narayanapura,3 BHK,2357.0,3.0,135.0,3,5727.619855748833
5262,Narayanapura,2 BHK,1469.0,2.0,99.14,2,6748.8087134104835
5263,Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2,4273.504273504273
5264,Neeladri Nagar,2 BHK,1363.0,2.0,68.0,2,4988.994864269993
5265,Neeladri Nagar,3 BHK,2556.0,3.0,133.0,3,5203.442879499217
5266,Neeladri Nagar,1 BHK,674.0,1.0,21.0,1,3115.727002967359
5267,Neeladri Nagar,1 BHK,527.0,1.0,26.0,1,4933.586337760911
5268,Neeladri Nagar,3 BHK,1167.0,2.0,38.0,3,3256.212510711225
5269,Neeladri Nagar,2 BHK,1060.0,2.0,35.0,2,3301.8867924528304
5270,Neeladri Nagar,1 BHK,640.0,1.0,20.5,1,3203.125
5272,Neeladri Nagar,2 BHK,1105.0,2.0,30.0,2,2714.9321266968327
5273,Neeladri Nagar,2 BHK,1100.0,2.0,30.0,2,2727.2727272727275
5274,Neeladri Nagar,3 BHK,2111.0,3.0,103.0,3,4879.204168640455
5275,Nehru Nagar,3 BHK,1775.0,3.0,110.0,3,6197.183098591549
5276,Nehru Nagar,4 BHK,2363.0,5.0,120.0,4,5078.290308929327
5277,Nehru Nagar,4 BHK,2342.0,3.0,115.0,4,4910.333048676345
5278,Nehru Nagar,2 BHK,967.0,2.0,41.1,2,4250.258531540848
5279,Nehru Nagar,3 BHK,1374.0,3.0,72.0,3,5240.174672489083
5280,Nehru Nagar,3 BHK,1674.0,3.0,90.0,3,5376.344086021505
5281,Nehru Nagar,3 BHK,1269.0,2.0,63.0,3,4964.5390070921985
5282,Nehru Nagar,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
5283,Nehru Nagar,3 BHK,1674.0,3.0,81.0,3,4838.709677419355
5284,OMBR Layout,3 BHK,2420.0,3.0,185.0,3,7644.628099173554
5285,OMBR Layout,2 BHK,1078.0,2.0,65.0,2,6029.684601113173
5286,OMBR Layout,2 BHK,1101.0,2.0,65.5,2,5949.13714804723
5287,OMBR Layout,2 BHK,1041.0,2.0,65.5,2,6292.026897214217
5288,OMBR Layout,2 BHK,1300.0,2.0,80.0,2,6153.846153846154
5289,OMBR Layout,2 BHK,1085.0,2.0,64.0,2,5898.617511520737
5290,OMBR Layout,3 BHK,1855.0,3.0,145.0,3,7816.711590296496
5291,OMBR Layout,2 BHK,1050.0,2.0,48.0,2,4571.428571428572
5293,OMBR Layout,2 BHK,1165.0,2.0,88.5,2,7596.56652360515
5294,OMBR Layout,2 BHK,1101.0,2.0,66.0,2,5994.550408719346
5295,OMBR Layout,4 BHK,3400.0,4.0,275.0,4,8088.235294117647
5297,Old Airport Road,4 BHK,2732.0,4.0,204.0,4,7467.0571010248905
5299,Old Airport Road,4 BHK,3356.0,4.0,251.0,4,7479.141835518474
5300,Old Airport Road,2 BHK,1206.0,2.0,75.0,2,6218.905472636816
5301,Old Airport Road,4 BHK,2774.0,4.0,207.0,4,7462.148521989906
5302,Old Airport Road,4 BHK,2690.0,4.0,191.0,4,7100.371747211896
5303,Old Airport Road,4 BHK,2690.0,4.0,199.0,4,7397.769516728625
5304,Old Airport Road,2 BHK,1655.0,2.0,97.65,2,5900.302114803625
5305,Old Airport Road,2 BHK,1075.0,2.0,60.0,2,5581.395348837209
5306,Old Airport Road,3 BHK,1858.0,2.0,167.0,3,8988.15931108719
5307,Old Airport Road,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
5308,Old Airport Road,4 BHK,2690.0,4.0,191.0,4,7100.371747211896
5309,Old Airport Road,4 BHK,2658.0,5.0,187.0,4,7035.364936042137
5310,Old Airport Road,2 BHK,946.0,2.0,58.0,2,6131.0782241014795
5311,Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
5312,Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
5313,Old Airport Road,4 BHK,3200.0,4.0,280.0,4,8750.0
5314,Old Airport Road,4 BHK,2690.0,4.0,201.0,4,7472.118959107806
5315,Old Airport Road,2 BHK,1145.0,2.0,75.0,2,6550.218340611354
5316,Old Airport Road,4 BHK,2732.0,4.0,194.0,4,7101.024890190337
5317,Old Airport Road,4 BHK,2658.0,5.0,189.0,4,7110.609480812641
5318,Old Airport Road,4 BHK,2774.0,4.0,197.0,4,7101.658255227109
5319,Old Airport Road,4 BHK,3496.0,4.0,262.0,4,7494.279176201373
5320,Old Airport Road,4 BHK,2774.0,4.0,197.0,4,7101.658255227109
5321,Old Airport Road,4 BHK,2732.0,4.0,204.0,4,7467.0571010248905
5322,Old Airport Road,3 BHK,1798.0,3.0,150.0,3,8342.602892102335
5323,Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
5324,Old Airport Road,2 BHK,1184.0,2.0,78.0,2,6587.8378378378375
5325,Old Airport Road,4 BHK,3504.0,4.0,262.0,4,7477.16894977169
5326,Old Airport Road,2 BHK,1055.0,2.0,75.0,2,7109.004739336493
5327,Old Madras Road,3 BHK,1425.0,2.0,94.0,3,6596.491228070176
5331,Old Madras Road,2 BHK,935.0,2.0,45.0,2,4812.834224598931
5333,Old Madras Road,3 BHK,1720.0,3.0,100.0,3,5813.953488372093
5334,Old Madras Road,2 BHK,1200.0,2.0,72.0,2,6000.0
5335,Old Madras Road,2 BHK,1225.0,2.0,53.55,2,4371.428571428572
5336,Old Madras Road,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
5338,Old Madras Road,2 BHK,1171.0,2.0,75.0,2,6404.782237403928
5339,Old Madras Road,2 BHK,935.0,2.0,45.0,2,4812.834224598931
5342,Old Madras Road,2 BHK,1065.0,2.0,47.86,2,4493.896713615023
5343,Old Madras Road,4 BHK,2010.0,3.0,125.0,4,6218.905472636816
5345,Old Madras Road,3 BHK,1480.0,2.0,84.0,3,5675.675675675676
5347,Old Madras Road,2 BHK,1210.0,2.0,74.0,2,6115.702479338843
5348,Old Madras Road,2 BHK,1171.0,2.0,72.0,2,6148.590947907771
5350,Old Madras Road,3 BHK,1480.0,3.0,95.0,3,6418.918918918919
5352,Old Madras Road,2 BHK,1210.0,2.0,80.0,2,6611.570247933884
5353,Old Madras Road,3 BHK,1859.0,3.0,121.0,3,6508.87573964497
5357,Old Madras Road,3 Bedroom,2300.0,3.0,142.0,3,6173.913043478261
5359,Old Madras Road,2 BHK,1210.0,2.0,80.0,2,6611.570247933884
5360,Old Madras Road,2 BHK,1210.0,2.0,77.0,2,6363.636363636364
5363,Old Madras Road,2 BHK,1330.0,2.0,74.0,2,5563.909774436091
5364,Old Madras Road,3 BHK,1720.0,3.0,106.0,3,6162.790697674419
5366,Old Madras Road,3 BHK,2990.0,3.0,170.0,3,5685.61872909699
5368,Old Madras Road,2 BHK,1171.0,2.0,73.0,2,6233.98804440649
5369,Old Madras Road,3 BHK,1630.0,3.0,110.0,3,6748.4662576687115
5370,Old Madras Road,2 BHK,1165.0,2.0,52.0,2,4463.519313304721
5371,Old Madras Road,2 BHK,2640.0,2.0,170.0,2,6439.393939393939
5372,Old Madras Road,2 BHK,1165.0,2.0,51.42,2,4413.733905579399
5373,Padmanabhanagar,2 BHK,1020.0,2.0,63.0,2,6176.470588235294
5374,Padmanabhanagar,2 BHK,1176.0,2.0,62.0,2,5272.108843537415
5375,Padmanabhanagar,2 BHK,1258.0,2.0,115.0,2,9141.494435612083
5377,Padmanabhanagar,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
5378,Padmanabhanagar,4 Bedroom,3400.0,3.0,210.0,4,6176.470588235294
5382,Padmanabhanagar,3 Bedroom,4500.0,4.0,360.0,3,8000.0
5383,Padmanabhanagar,2 BHK,1200.0,2.0,60.0,2,5000.0
5385,Padmanabhanagar,2 BHK,1000.0,1.0,90.0,2,9000.0
5386,Padmanabhanagar,2 BHK,1067.0,2.0,52.0,2,4873.477038425492
5390,Padmanabhanagar,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
5391,Padmanabhanagar,3 BHK,2051.0,3.0,180.0,3,8776.206728425159
5392,Padmanabhanagar,3 BHK,2051.0,3.0,170.0,3,8288.639687957095
5393,Pai Layout,2 BHK,1006.0,2.0,35.0,2,3479.1252485089462
5394,Pai Layout,3 BHK,1550.0,2.0,90.0,3,5806.451612903225
5395,Pai Layout,2 BHK,1050.0,2.0,40.0,2,3809.5238095238096
5396,Pai Layout,3 BHK,1400.0,2.0,67.0,3,4785.714285714285
5397,Pai Layout,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
5398,Pai Layout,2 BHK,1255.0,2.0,80.0,2,6374.501992031873
5399,Pai Layout,2 BHK,1075.0,2.0,35.0,2,3255.813953488372
5400,Pai Layout,2 BHK,1400.0,2.0,57.5,2,4107.142857142857
5401,Pai Layout,2 BHK,1175.0,2.0,60.0,2,5106.382978723404
5402,Pai Layout,2 BHK,810.0,2.0,34.5,2,4259.259259259259
5403,Pai Layout,2 BHK,1000.0,2.0,34.0,2,3400.0
5404,Pai Layout,2 BHK,1000.0,2.0,42.0,2,4200.0
5405,Pai Layout,6 Bedroom,3800.0,6.0,175.0,6,4605.263157894737
5406,Pai Layout,2 BHK,1068.0,2.0,48.0,2,4494.38202247191
5407,Pai Layout,3 BHK,1510.0,2.0,65.0,3,4304.635761589404
5410,Panathur,2 BHK,1359.0,2.0,87.0,2,6401.766004415011
5411,Panathur,2 BHK,1438.0,2.0,100.0,2,6954.102920723227
5412,Panathur,3 BHK,1688.0,3.0,118.0,3,6990.521327014218
5414,Panathur,2 BHK,1198.0,2.0,77.0,2,6427.378964941569
5415,Panathur,2 BHK,1180.0,2.0,70.0,2,5932.203389830508
5416,Panathur,3 BHK,1546.0,3.0,99.0,3,6403.622250970246
5418,Panathur,2 BHK,1000.0,2.0,65.3,2,6530.0
5419,Panathur,2 BHK,1109.0,2.0,63.0,2,5680.793507664563
5420,Panathur,2 BHK,1000.0,2.0,68.0,2,6800.0
5421,Panathur,2 BHK,1255.0,2.0,79.0,2,6294.820717131474
5422,Panathur,2 BHK,1205.0,2.0,62.9,2,5219.9170124481325
5423,Panathur,2 BHK,1198.0,2.0,82.0,2,6844.741235392321
5424,Panathur,2 BHK,1235.0,2.0,65.0,2,5263.1578947368425
5425,Panathur,2 BHK,1210.0,2.0,80.0,2,6611.570247933884
5426,Panathur,2 BHK,1210.0,2.0,77.0,2,6363.636363636364
5427,Panathur,1 BHK,661.0,1.0,40.0,1,6051.437216338881
5428,Panathur,2 BHK,1210.0,2.0,78.0,2,6446.280991735537
5430,Panathur,2 BHK,1050.0,2.0,60.0,2,5714.285714285715
5431,Panathur,2 BHK,1398.0,2.0,97.0,2,6938.483547925608
5432,Panathur,2 BHK,1065.0,2.0,58.0,2,5446.0093896713615
5433,Panathur,2 BHK,1007.0,2.0,64.0,2,6355.511420059583
5434,Panathur,2 BHK,1210.0,2.0,77.93,2,6440.495867768595
5435,Panathur,2 BHK,1230.0,2.0,80.0,2,6504.065040650406
5436,Panathur,2 BHK,980.0,2.0,57.0,2,5816.326530612245
5437,Panathur,2 BHK,1075.0,2.0,60.0,2,5581.395348837209
5438,Panathur,2 BHK,1210.0,2.0,69.0,2,5702.479338842975
5439,Panathur,2 BHK,1343.0,2.0,76.0,2,5658.972449739389
5440,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
5441,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
5442,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
5443,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
5444,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
5445,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
5446,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
5447,Parappana Agrahara,2 BHK,1092.0,2.0,43.0,2,3937.7289377289376
5448,Parappana Agrahara,2 BHK,1194.0,2.0,45.0,2,3768.8442211055276
